% Using data from: data/PS3.json
@relation "mc_scores"

@attribute "mc_title" string
@attribute "platform" string
@attribute "1UP" real
@attribute "3DJuegos" real
@attribute "4Players.de" real
@attribute "9Lives" real
@attribute "Absolute_Games" real
@attribute "AceGamez" real
@attribute "ActionTrip" real
@attribute "Adventure_Gamers" real
@attribute "Armchair_Empire" real
@attribute "AtomicGamer" real
@attribute "AusGamers" real
@attribute "BigPond_GameArena" real
@attribute "Boomtown" real
@attribute "CD-Action" real
@attribute "Canadian_Online_Gamers" real
@attribute "Cheat_Code_Central" real
@attribute "Computer_Games_Online_RO" real
@attribute "Computer_and_Video_Games" real
@attribute "Console_Gameworld" real
@attribute "Console_Monster" real
@attribute "Cynamite" real
@attribute "D+PAD_Magazine" real
@attribute "Da_Gameboyz" real
@attribute "DailyGame" real
@attribute "DarkStation" real
@attribute "DarkZero" real
@attribute "Deeko" real
@attribute "Destructoid" real
@attribute "Detroit_Free_Press" real
@attribute "Digital_Chumps" real
@attribute "Digital_Entertainment_News" real
@attribute "Digital_Spy" real
@attribute "EGM" real
@attribute "Edge_Magazine" real
@attribute "Electronic_Gaming_Monthly" real
@attribute "Eurogamer" real
@attribute "Eurogamer_Germany" real
@attribute "Eurogamer_Italy" real
@attribute "Eurogamer_Portugal" real
@attribute "Eurogamer_Spain" real
@attribute "Eurogamer_Sweden" real
@attribute "Everyeye.it" real
@attribute "Extreme_Gamer" real
@attribute "G4_TV" real
@attribute "GRYOnline.pl" real
@attribute "Game_Almighty" real
@attribute "Game_Chronicles" real
@attribute "Game_Informer" real
@attribute "Game_Over_Online" real
@attribute "Game_Positive" real
@attribute "Game_Revolution" real
@attribute "GameBrink" real
@attribute "GameCritics" real
@attribute "GameDaily" real
@attribute "GameFocus" real
@attribute "GameFront" real
@attribute "GameOver.gr" real
@attribute "GamePro" real
@attribute "GameShark" real
@attribute "GameSpot" real
@attribute "GameSpy" real
@attribute "GameTap" real
@attribute "GameTrailers" real
@attribute "GameZone" real
@attribute "Gameblog.fr" real
@attribute "Gamekult" real
@attribute "Gameplanet" real
@attribute "Gameplayer" real
@attribute "Gameplayer_Sweden" real
@attribute "Gamer_2.0" real
@attribute "Gamer_Limit" real
@attribute "Gamer's_Hell" real
@attribute "Gamer.nl" real
@attribute "Gamer.no" real
@attribute "GamerNode" real
@attribute "Gamereactor_Denmark" real
@attribute "Gamereactor_Sweden" real
@attribute "Gamers'_Temple" real
@attribute "Gamers.at" real
@attribute "Gamervision" real
@attribute "Games_Master_UK" real
@attribute "Games.cz" real
@attribute "GamesBeat" real
@attribute "GamesNation" real
@attribute "GamesRadar" real
@attribute "Gamestyle" real
@attribute "Gaming_Age" real
@attribute "Gaming_Horizon" real
@attribute "Gaming_Illustrated" real
@attribute "Gaming_Nexus" real
@attribute "Gaming_Target" real
@attribute "GamingExcellence" real
@attribute "GamingTrend" real
@attribute "GamingXP" real
@attribute "Giant_Bomb" real
@attribute "GotNext" real
@attribute "Guardian" real
@attribute "Hardcore_Gamer_Magazine" real
@attribute "HellBored" real
@attribute "Hyper_Magazine" real
@attribute "IC-Games" real
@attribute "IGN" real
@attribute "IGN_AU" real
@attribute "IGN_Italia" real
@attribute "IGN_UK" real
@attribute "Impulsegamer" real
@attribute "IncGamers" real
@attribute "InsideGamer.nl" real
@attribute "JeuxActu" real
@attribute "Jolt_Online_Gaming_UK" real
@attribute "Joystiq" real
@attribute "Just_RPG" real
@attribute "Kikizo" real
@attribute "Kombo" real
@attribute "LEVEL_(Czech_Republic)" real
@attribute "LaPS3" real
@attribute "Lazygamer" real
@attribute "Level7.nu" real
@attribute "LevelUp" real
@attribute "MEGamers" real
@attribute "Machinima" real
@attribute "Maxi_Consolas_(Portugal)" real
@attribute "Meristation" real
@attribute "Metro_GameCentral" real
@attribute "Multiplayer.it" real
@attribute "My_Gamer" real
@attribute "NTSC-uk" real
@attribute "NZGamer" real
@attribute "Next_Level_Gaming" real
@attribute "NowGamer" real
@attribute "Official_PlayStation_Magazine_Benelux" real
@attribute "Official_Playstation_2_Magazine_UK" real
@attribute "Official_U.S._Playstation_Magazine" real
@attribute "Operation_Sports" real
@attribute "PALGN" real
@attribute "PGNx_Media" real
@attribute "PS3bloggen.se" real
@attribute "PSFocus" real
@attribute "PSM_Magazine" real
@attribute "PSM3_Magazine_UK" real
@attribute "PSW_Magazine_UK" real
@attribute "PSX_Extreme" real
@attribute "PSX-Sense.nl" real
@attribute "PTGamers" real
@attribute "Pelit_(Finland)" real
@attribute "Play_Magazine" real
@attribute "Play_UK" real
@attribute "Play.tm" real
@attribute "PlayStation_LifeStyle" real
@attribute "Playstation_Official_Magazine_Australia" real
@attribute "Playstation_Official_Magazine_UK" real
@attribute "Playstation_Universe" real
@attribute "Playstation:_The_Official_Magazine_(US)" real
@attribute "Polygon" real
@attribute "Post_Arcade_(National_Post)" real
@attribute "Pure_Magazine_UK" real
@attribute "Push_Square" real
@attribute "Quarter_to_Three" real
@attribute "RPG_Fan" real
@attribute "RPGamer" real
@attribute "RealGamer" real
@attribute "Riot_Pixels" real
@attribute "SpazioGames" real
@attribute "Strategy_Informer" real
@attribute "Sydney_Morning_Herald" real
@attribute "Telegraph" real
@attribute "The_A.V._Club" real
@attribute "The_Digital_Fix" real
@attribute "The_Escapist" real
@attribute "The_Globe_and_Mail_(Toronto)" real
@attribute "The_New_York_Times" real
@attribute "TheSixthAxis" real
@attribute "Thunderbolt" real
@attribute "Toronto_Sun" real
@attribute "Total_Video_Games" real
@attribute "TotalPlayStation" real
@attribute "UGO" real
@attribute "VGPub" real
@attribute "Vandal_Online" real
@attribute "Variety" real
@attribute "Video_Game_Talk" real
@attribute "VideoGamer" real
@attribute "Videogameszone.de" real
@attribute "WHAM!_Gaming" real
@attribute "Wired" real
@attribute "WonderwallWeb" real
@attribute "Worth_Playing" real
@attribute "XGN" real
@attribute "Xbox_World_360_Magazine_UK" real
@attribute "Yahoo!_Games" real
@attribute "ZTGD" real
@attribute "eToychest" real
@attribute "games(TM)" real
@attribute "netjak" real
@attribute "mc_score" real

@data
"Top Spin 4","PS3",?,86,?,?,?,?,?,?,?,?,?,?,?,?,?,76,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,90,?,?,80,?,?,?,?,?,?,85,83,?,?,?,?,?,?,?,85,?,?,90,?,?,?,80,?,80,?,?,?,?,?,?,80,?,?,?,80,?,?,?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,81,?,?,?,?,?,?,?,?,?,?,?,80,?,90,?,?,?,?,?,?,?,83,?,?,?,?,?,?,?,?,?,90,?,78,?,84,?,?,85,?,60,?,?,80,70,90,80,?,?,?,?,?,?,?,?,?,87,85,?,?,?,?,?,?,?,90,?,?,80,?,?,?,92,?,?,80,88,?,?,?,85,75,?,?,?,?,?,?,82
"Blood Drive","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,56,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,45,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,45,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,29,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,?,?,47
"MX vs. ATV Alive","PS3",?,70,?,?,?,?,?,?,65,?,?,?,?,?,?,66,?,?,?,39,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,60,?,?,?,?,?,?,?,62,70,80,?,25,?,?,?,80,?,70,?,50,65,?,?,?,?,?,?,?,?,?,?,?,?,60,?,40,50,50,75,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,65,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,70,55,?,?,72,?,?,?,?,?,?,?,?,?,75,?,80,?,?,?,?,?,?,42,?,70,?,50,65,50,?,?,?,?,?,?,?,?,?,50,50,?,?,?,?,?,?,?,60,?,?,?,60,?,?,75,?,?,?,?,?,?,?,70,70,?,?,65,?,?,?,61
"Shadows of the Damned","PS3",58,79,?,?,?,?,?,?,?,80,?,85,?,75,?,90,?,?,?,84,?,?,?,?,?,?,?,?,?,88,?,?,?,?,?,?,?,70,?,80,60,?,85,?,75,?,?,93,82,?,83,?,?,?,82,?,80,80,?,85,80,?,67,?,80,60,?,?,?,?,80,?,70,?,80,80,70,?,?,?,?,?,?,?,?,?,75,?,?,?,?,79,?,81,?,?,?,?,?,?,?,70,?,?,?,78,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,?,?,65,?,73,?,81,?,?,?,?,79,?,80,70,60,75,80,?,?,?,?,?,?,?,?,?,80,93,?,?,?,?,?,?,?,80,80,?,70,70,?,?,81,?,?,70,78,?,?,?,80,70,?,?,?,?,80,?,77
"DmC: Devil May Cry","PS3",?,?,?,?,?,?,?,?,?,?,92,?,?,?,?,90,?,?,?,?,?,80,?,?,?,80,?,?,?,90,?,80,?,?,?,?,80,?,?,80,?,?,?,?,?,?,?,90,90,?,?,?,?,?,?,?,85,?,?,75,?,?,?,?,80,?,?,?,?,?,?,?,85,90,?,?,?,?,?,?,?,?,?,?,?,?,83,?,?,?,?,?,92,86,100,?,?,?,?,70,?,85,?,?,?,?,?,83,?,?,?,?,?,?,80,88,?,80,?,?,?,?,?,?,?,?,?,83,?,?,87,?,?,?,?,?,?,?,?,?,?,88,85,?,?,?,93,?,85,80,80,90,?,?,85,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,70,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85
"Ninja Gaiden 3","PS3",?,75,?,?,?,?,?,?,?,?,73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,60,?,?,55,50,?,40,60,?,?,?,?,?,?,40,65,?,?,60,?,?,50,?,?,?,?,?,60,?,25,55,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,70,40,?,?,?,?,?,?,?,?,42,?,?,?,?,?,?,65,?,?,?,?,?,80,?,30,?,?,?,65,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,60,?,?,60,?,?,85,?,?,?,?,?,?,43,?,80,?,55,?,?,63,?,63,?,25,70,70,?,80,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,50,?,?,?,?,?,?,?,?,50,?,?,?,?,?,40,?,?,?,?,40,?,58
"Asura's Wrath","PS3",?,80,?,?,?,?,?,?,?,?,?,75,?,70,?,?,?,?,?,?,?,90,?,?,?,80,?,?,?,?,?,80,?,50,?,?,60,?,?,?,80,85,?,?,?,?,?,85,?,?,?,?,?,?,?,?,?,?,67,55,?,?,?,?,60,?,70,?,?,?,?,?,?,80,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,83,?,?,?,?,?,?,?,75,?,?,?,75,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,79,?,?,70,?,?,80,?,?,?,?,?,?,74,?,67,?,75,?,?,82,?,67,?,?,40,70,?,70,?,?,?,70,?,?,?,?,?,75,?,?,?,58,?,?,?,?,70,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,71
"Dark Souls","PS3",100,92,?,?,?,?,?,?,?,?,85,?,?,90,?,84,?,?,?,?,?,?,?,?,?,?,?,70,?,90,?,?,?,90,?,90,?,?,90,?,?,87,80,?,?,?,?,88,90,?,?,?,?,?,?,?,95,100,?,95,?,?,92,?,90,80,90,?,?,?,85,?,90,80,80,?,70,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,89,?,?,?,?,?,?,?,90,?,?,?,?,100,?,?,?,90,?,?,?,?,?,?,?,?,95,85,?,?,90,?,?,?,?,?,?,?,?,?,?,95,?,?,90,?,91,?,86,?,?,90,?,90,?,?,80,90,95,80,?,?,?,?,?,?,90,?,?,?,80,?,?,?,?,90,?,?,?,90,?,?,95,?,?,93,?,?,80,?,?,?,?,95,90,?,?,?,?,90,?,89
"Disgaea 4: A Promise Unforgotten","PS3",67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,80,?,?,?,?,?,?,?,80,?,?,?,?,?,80,?,70,?,80,?,80,?,?,85,?,?,?,?,83,?,?,?,?,85,?,?,?,?,80,100,75,?,?,75,?,80,?,?,?,?,?,?,?,?,?,60,50,?,?,?,?,79,?,?,?,80,?,?,?,?,83,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,85,80,83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,79,?,89,?,?,?,?,?,?,90,?,70,?,80,?,?,?,?,?,90,90,?,?,80,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,?,70,?,?,?,97,?,80,?,80
"Tekken Tag Tournament 2","PS3",?,87,?,?,?,?,?,?,?,?,?,80,?,?,?,92,?,?,?,?,?,90,?,?,60,80,?,75,?,88,?,100,?,70,?,?,90,90,90,?,?,85,?,?,?,?,?,85,?,?,80,?,?,?,?,?,85,?,?,85,?,?,87,?,80,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,83,?,78,?,?,90,91,?,?,?,?,?,?,83,80,?,?,?,?,80,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,70,?,?,?,85,?,?,82,?,?,?,?,?,?,?,?,78,?,83,85,?,87,?,90,?,75,80,80,90,70,80,?,?,?,?,?,?,?,?,90,85,?,?,?,?,?,?,?,?,?,?,?,80,?,?,94,?,?,?,?,?,?,?,80,90,?,?,?,?,?,?,82
"Dynasty Warriors 7","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,56,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,60,65,?,?,?,?,?,?,80,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,72,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,65,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,32,?,60,?,40,?,50,?,?,?,?,?,?,?,?,?,75,60,?,?,?,?,?,?,?,80,?,?,?,?,?,?,70,?,50,?,?,?,?,?,?,?,?,?,?,?,50,?,57
"NASCAR 2011: The Game","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,48,?,?,?,?,?,?,?,?,?,?,?,?,?,78,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,70,72,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,60,65,70,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,70,?,?,?,?,?,40,?,?,?,?,?,?,?,62
"Dynasty Warriors: Gundam 3","PS3",?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,78,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,46,?,?,?,85,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,45,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,56,?,?,?,50,?,60,?,?,?,?,?,?,?,?,?,?,82,?,?,?,?,?,?,?,80,?,?,?,85,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,40,?,58
"Captain America: Super Soldier","PS3",42,53,?,?,?,?,?,?,?,?,?,?,?,?,?,66,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,50,?,?,65,?,?,?,?,?,75,72,?,67,?,?,?,?,?,60,50,67,65,?,?,?,?,60,60,?,?,?,?,?,?,?,?,60,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,45,?,?,?,?,?,?,?,?,?,?,?,65,?,?,70,?,57,?,?,?,?,?,?,70,?,50,40,70,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,70,?,?,62,?,?,70,?,?,?,?,70,60,?,?,?,?,?,?,61
"X-Men: Destiny","PS3",33,?,?,?,?,?,?,?,50,40,?,?,?,40,?,48,?,?,?,?,?,?,?,?,?,?,?,?,?,62,?,?,?,?,?,50,?,?,50,?,?,?,42,?,?,?,72,70,69,?,?,?,?,?,?,?,40,50,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,56,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37,?,?,?,?,?,?,67,?,?,?,43,?,?,?,?,35,?,?,?,30,65,50,?,?,?,?,?,?,?,?,?,48,?,?,?,?,?,?,?,?,60,?,?,?,40,?,?,54,?,50,?,?,?,?,?,60,50,?,?,?,?,?,?,50
"Rune Factory: Tides of Destiny","PS3",?,?,76,?,?,?,?,?,?,?,?,?,?,?,?,74,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,59,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,51,?,?,?,50,?,50,?,?,?,60,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55
"Far Cry 3","PS3",?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,80,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,80,?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,85,?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,90,?,100,?,?,?,?,?,?,?,100,?,?,80,?,?,?,90,?,?,?,96,?,90,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,86,?,?,85,?,?,?,?,?,?,?,?,94,?,91,95,?,?,?,88,?,90,90,90,95,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,100,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,85,90,?,?,?,?,?,?,90
"Uncharted 3: Drake's Deception","PS3",100,97,?,?,85,?,?,?,95,?,93,95,?,85,?,98,?,95,?,95,95,80,95,?,100,90,?,100,?,92,?,100,?,90,?,80,?,100,90,90,90,95,84,?,90,?,100,95,?,?,100,?,75,?,91,?,90,100,75,90,?,?,95,?,100,80,90,?,?,?,?,?,90,90,100,80,100,95,?,?,91,100,?,?,90,?,91,?,?,100,96,?,91,95,100,?,100,?,?,?,?,100,?,?,?,100,100,?,?,?,90,?,?,?,90,?,?,90,?,95,95,?,90,90,97,?,?,90,?,?,95,?,?,?,90,?,?,98,?,96,?,100,?,?,87,?,90,?,100,90,100,95,100,?,?,?,100,?,?,?,?,?,93,75,?,90,50,?,90,?,?,100,?,?,90,80,?,?,96,?,?,90,93,?,80,?,90,94,?,?,88,?,90,?,92
"Sniper: Ghost Warrior 2","PS3",?,?,67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,51
"Way of the Samurai 4","PS3",?,?,60,?,?,?,?,?,?,?,?,?,?,?,59,?,?,?,?,?,?,?,?,?,70,?,?,70,?,?,?,?,75,?,?,?,60,50,?,?,60,60,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,60,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,50,?,58,?,?,?,?,?,?,?,?,?,?,60,?,50,?,55,?,?,?,?,?,?,55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,60,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,58
"Bejeweled 3","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,70,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,76
"The Cursed Crusade","PS3",?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,76,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,83,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23,?,?,?,?,70,?,40,?,40,?,60,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,57,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,45
"Risen 2: Dark Waters","PS3",?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,58,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,79,?,?,?,?,?,37,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,58,?,?,50,40,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,47
"Major League Baseball 2K11","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,75,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,80,83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,79,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,92,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,72
"Rugby Challenge","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,58,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,64
"LEGO Pirates of the Caribbean: The Video Game","PS3",83,?,?,?,?,?,?,?,?,80,?,?,?,?,?,84,?,?,?,?,?,80,?,82,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,70,76,?,67,?,50,?,?,?,?,?,?,65,?,?,?,?,60,60,75,?,?,?,?,?,60,?,60,70,70,?,?,?,84,?,?,?,70,?,?,?,?,?,?,85,?,85,80,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,72,?,?,70,60,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,78,?,67,?,?,86,?,76,?,?,?,80,?,80,?,?,?,?,?,?,?,?,?,75,60,?,?,?,?,?,?,?,80,?,?,?,?,?,?,80,?,?,70,?,?,?,?,80,80,?,?,?,?,60,?,73
